Player Name,Galaxy,Blaster,Rebel,ManaReaver,Demolitionist,Cybernetic,Infiltrator,StarGuardian,Paragon,Sniper,Set3_Celestial,MechPilot,Set3_Sorcerer,Astro,Chrono,Battlecast,Set3_Brawler,SpacePirate,DarkStar,Vanguard,Starship,Mercenary,Protector,Set3_Mystic,Set3_Blademaster,DamageToPlayer,Top4,Win,Placement
194376,Binary Star,None,None,None,Tier 1,None,Tier 0,Tier 1,Tier 1,None,None,Tier 1,Tier 1,None,None,Tier 1,None,Tier 0,None,None,None,Tier 1,None,Tier 1,None,176,True,True,1
194376,Binary Star,None,None,None,None,None,None,Tier 0,None,Tier 1,Tier 0,None,None,Tier 1,Tier 0,None,Tier 0,Tier 0,Tier 1,Tier 2,None,None,None,Tier 1,None,160,True,True,1
194376,Galactic Armory,None,None,None,None,None,None,Tier 1,Tier 1,Tier 1,None,None,None,Tier 1,Tier 0,None,Tier 0,Tier 0,Tier 1,Tier 2,None,None,None,Tier 0,None,160,True,False,2
194376,Normal,None,Tier 0,None,Tier 1,None,Tier 1,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 1,None,None,Tier 0,None,None,None,None,Tier 1,None,120,True,False,3
194376,Trade Sector,None,None,None,Tier 1,Tier 0,Tier 1,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 2,None,Tier 0,Tier 0,None,None,Tier 1,None,Tier 1,None,152,True,False,3
194376,Plunder Planet,None,None,None,None,None,None,Tier 0,None,Tier 1,None,None,None,Tier 1,Tier 0,None,None,Tier 0,Tier 0,Tier 2,None,None,None,Tier 1,None,30,False,False,8
194376,Galactic Armory,None,None,Tier 0,Tier 1,None,Tier 0,Tier 0,Tier 1,None,None,Tier 1,Tier 1,None,Tier 0,Tier 0,None,Tier 0,Tier 0,None,None,Tier 1,None,Tier 1,None,220,True,True,1
194376,Treasure Trove,None,Tier 0,None,Tier 0,None,Tier 2,Tier 0,Tier 1,None,None,Tier 1,Tier 0,None,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 0,None,46,False,False,7
194376,Normal,None,Tier 0,Tier 0,Tier 1,None,Tier 0,None,None,Tier 1,Tier 1,None,None,None,None,None,None,Tier 1,Tier 0,Tier 0,None,Tier 1,None,Tier 0,None,145,True,False,2
194376,Plunder Planet,None,Tier 0,None,Tier 0,Tier 0,Tier 2,Tier 0,None,None,Tier 0,Tier 1,Tier 0,None,None,None,None,None,Tier 0,None,None,None,None,Tier 1,None,123,True,False,4
194376,Normal,Tier 0,None,Tier 0,None,None,None,None,None,Tier 0,Tier 2,None,None,None,None,None,None,Tier 1,None,None,None,None,Tier 1,None,Tier 0,40,False,False,8
194376,Galactic Armory,None,None,Tier 0,None,Tier 0,None,None,None,Tier 1,Tier 1,None,None,None,Tier 1,None,None,None,Tier 1,None,None,None,Tier 1,None,Tier 2,213,True,True,1
194376,Galactic Armory,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,146,True,False,3
194376,Treasure Trove,None,Tier 0,None,Tier 1,Tier 0,Tier 3,Tier 0,None,None,None,Tier 1,Tier 0,None,None,Tier 0,None,Tier 0,Tier 0,None,None,Tier 1,None,Tier 0,None,177,True,True,1
194376,The Neekoverse,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,84,True,False,3
194376,Normal,None,None,None,None,None,Tier 0,Tier 0,None,Tier 1,None,Tier 0,None,Tier 1,Tier 0,None,Tier 0,Tier 0,Tier 1,Tier 2,None,None,None,Tier 1,None,216,True,True,1
194376,Little Legend,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,78,False,False,5
194376,Treasure Trove,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,73,False,False,6
194376,Normal,Tier 0,None,Tier 0,None,Tier 2,None,None,None,Tier 1,Tier 0,None,None,None,Tier 0,None,Tier 0,None,None,Tier 1,None,None,None,None,Tier 0,78,False,False,6
194376,Little Legends,None,None,None,Tier 0,None,Tier 0,Tier 1,None,None,Tier 0,Tier 1,Tier 2,None,None,Tier 0,None,None,None,None,None,None,None,Tier 1,None,150,True,False,2
194376,Binary Star,None,None,None,None,None,None,Tier 1,Tier 1,None,Tier 0,None,Tier 1,None,Tier 0,None,None,None,Tier 1,None,None,None,Tier 1,Tier 1,None,77,True,False,4
194376,Treasure Trove,None,None,None,None,None,None,Tier 2,Tier 1,None,Tier 0,None,Tier 2,Tier 0,None,Tier 0,None,None,None,Tier 1,None,None,None,Tier 1,None,190,True,True,1
194376,Normal,None,None,None,Tier 1,None,Tier 0,Tier 1,None,None,Tier 0,Tier 1,Tier 2,None,None,Tier 0,None,Tier 0,None,None,None,Tier 1,None,Tier 1,None,182,True,True,1
194376,Galactic Armory,Tier 1,Tier 0,Tier 0,None,None,None,Tier 1,None,None,None,None,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,None,None,Tier 0,None,None,Tier 0,Tier 1,Tier 0,75,False,False,6
194376,Galactic Armory,Tier 1,Tier 0,None,None,None,None,None,None,None,None,None,None,Tier 0,Tier 1,Tier 1,Tier 2,None,None,Tier 1,None,None,None,None,None,60,False,False,6
194376,Binary Star,None,None,None,Tier 0,None,Tier 0,Tier 1,None,None,Tier 1,Tier 1,Tier 2,None,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 1,None,99,True,False,4
194376,Trade Sector,None,None,None,None,None,None,Tier 1,Tier 1,Tier 0,Tier 1,None,Tier 1,None,Tier 1,Tier 0,None,None,Tier 1,None,None,None,Tier 1,Tier 1,None,194,True,True,1
194376,Star Cluster,Tier 1,Tier 0,None,None,None,Tier 0,None,None,None,None,None,Tier 0,Tier 0,Tier 1,Tier 2,Tier 1,None,None,None,None,None,None,Tier 0,None,24,False,False,8
194376,Treasure Trove,None,None,None,None,None,None,Tier 1,Tier 1,Tier 0,Tier 1,None,Tier 1,None,Tier 1,None,None,None,Tier 1,None,None,None,Tier 1,Tier 1,None,190,True,True,1
194376,Little Legends,None,None,Tier 0,None,Tier 1,None,None,None,Tier 1,Tier 0,None,None,Tier 0,Tier 0,Tier 0,Tier 2,None,None,None,None,None,None,None,Tier 0,51,False,False,6
194376,Treasure Trove,None,None,None,None,None,None,Tier 1,Tier 1,Tier 0,Tier 0,None,Tier 1,None,Tier 1,None,None,None,Tier 1,None,None,None,Tier 1,Tier 1,None,131,True,False,3
194376,Trade Sector,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 0,None,Tier 1,None,Tier 1,None,None,None,Tier 1,None,None,None,Tier 1,None,None,20,False,False,8
194376,SuperDense,None,None,None,None,None,None,Tier 1,Tier 1,Tier 1,Tier 1,None,Tier 1,None,Tier 1,None,None,None,Tier 1,None,None,None,Tier 1,Tier 1,None,200,True,True,1
194376,Normal,Tier 1,Tier 0,None,None,None,None,None,None,None,None,None,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,None,None,None,None,None,None,Tier 0,None,73,False,False,7
194376,Trade Sector,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 1,None,Tier 1,None,Tier 1,None,None,None,Tier 1,None,None,None,Tier 1,Tier 1,None,70,False,False,7
194376,Treasure Trove,None,None,None,None,None,None,Tier 1,Tier 1,Tier 0,Tier 1,None,Tier 1,None,Tier 1,None,None,None,Tier 1,None,None,None,Tier 1,Tier 1,None,180,True,True,1
194376,Galactic Armory,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 0,None,Tier 1,None,Tier 1,Tier 0,None,None,Tier 0,None,None,None,Tier 1,Tier 0,None,50,False,False,6
194376,Binary Star,None,None,None,Tier 1,None,Tier 0,Tier 0,None,None,None,Tier 1,Tier 2,None,Tier 0,None,None,Tier 0,Tier 0,None,None,Tier 1,None,None,None,56,False,False,6
194376,Little Legends,None,None,None,Tier 0,None,Tier 1,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 2,None,None,None,None,None,None,Tier 0,Tier 1,None,84,True,False,3
194376,Treasure Trove,None,None,Tier 0,Tier 0,None,Tier 0,Tier 0,None,None,None,Tier 1,Tier 1,None,Tier 0,Tier 2,None,None,None,None,None,None,Tier 0,Tier 1,None,83,True,False,3
194376,Trade Sector,None,Tier 0,None,None,None,Tier 0,Tier 0,None,None,Tier 1,Tier 0,None,None,None,Tier 0,None,Tier 0,Tier 0,Tier 0,Tier 1,None,Tier 2,None,None,64,False,False,6
194376,Binary Star,None,None,None,Tier 1,None,Tier 1,None,None,None,None,Tier 1,Tier 1,None,None,Tier 2,None,Tier 0,Tier 0,None,None,Tier 1,Tier 0,Tier 1,None,130,True,False,4
194376,Normal,Tier 0,None,Tier 0,None,Tier 2,Tier 1,Tier 0,Tier 1,Tier 1,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 0,None,None,None,None,Tier 0,54,False,False,5
194376,Treasure Trove,None,Tier 1,Tier 0,None,Tier 0,Tier 1,None,None,None,None,None,None,None,Tier 1,Tier 0,None,None,None,Tier 0,None,None,Tier 0,None,Tier 2,78,False,False,6
194376,Trade Sector,None,None,Tier 0,None,Tier 2,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,None,None,None,None,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 0,83,False,False,5
194376,Little Legends,Tier 1,None,None,None,Tier 0,Tier 0,None,None,None,None,None,Tier 0,Tier 0,Tier 1,Tier 2,Tier 1,None,None,None,None,None,None,Tier 0,None,63,False,False,5
194376,Little Legends,None,None,None,None,None,None,Tier 0,None,None,None,None,None,Tier 0,Tier 0,Tier 0,None,Tier 0,Tier 1,Tier 2,None,None,None,Tier 2,None,93,True,False,3
194376,Treasure Trove,None,None,Tier 0,None,None,None,Tier 0,None,Tier 1,None,None,None,Tier 1,Tier 1,None,None,Tier 0,Tier 1,Tier 2,None,None,None,Tier 1,None,152,True,False,3
194376,Galactic Armory,Tier 0,None,Tier 1,None,Tier 2,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,None,None,None,Tier 0,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 0,103,False,False,5
194376,Normal,None,None,Tier 0,None,Tier 0,None,Tier 0,None,Tier 0,None,None,None,Tier 1,Tier 0,None,Tier 0,Tier 0,Tier 1,Tier 2,None,None,None,Tier 1,None,105,True,False,4
194376,Star Cluster,None,Tier 1,Tier 1,None,Tier 0,Tier 1,None,None,None,None,Tier 0,None,None,Tier 1,None,None,None,None,None,None,None,None,None,Tier 2,136,True,False,3
194376,Normal,None,None,Tier 0,None,None,None,Tier 0,None,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 0,Tier 0,Tier 2,None,None,None,Tier 1,None,143,True,False,2
194376,Normal,Tier 1,Tier 1,None,Tier 0,Tier 0,None,None,None,None,None,None,None,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,None,Tier 0,None,Tier 1,None,None,None,74,False,False,7
194376,Binary Star,Tier 0,None,Tier 1,None,Tier 1,None,None,None,Tier 1,Tier 0,None,None,Tier 0,Tier 0,None,Tier 1,None,None,None,None,None,None,None,Tier 0,40,False,False,7
194376,Treasure Trove,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 0,None,None,Tier 0,Tier 1,None,Tier 0,None,None,None,None,None,None,None,Tier 2,39,False,False,8
194376,Normal,Tier 1,None,None,None,Tier 0,Tier 0,None,None,None,None,None,Tier 0,Tier 0,None,Tier 3,Tier 1,None,None,None,None,None,Tier 0,Tier 0,None,47,False,False,6
194376,Star Cluster,None,None,Tier 1,None,Tier 2,Tier 0,None,None,Tier 1,Tier 0,None,None,None,Tier 0,None,Tier 0,None,Tier 0,Tier 0,None,None,None,None,Tier 0,76,False,False,6
194376,Normal,Tier 1,Tier 1,Tier 0,None,Tier 0,None,Tier 0,Tier 1,None,None,None,None,Tier 0,Tier 1,None,Tier 2,None,None,None,Tier 1,None,None,None,None,118,True,False,4
194376,Star Cluster,None,Tier 0,Tier 0,None,None,None,Tier 0,None,None,Tier 1,None,None,None,Tier 0,Tier 0,None,None,Tier 1,None,Tier 1,None,Tier 3,Tier 0,None,66,True,False,4
194376,Normal,None,None,Tier 0,None,None,None,Tier 0,None,Tier 0,None,None,None,Tier 1,Tier 1,None,None,Tier 0,Tier 0,Tier 2,None,None,None,Tier 1,None,55,False,False,6
194376,The Neekoverse,None,Tier 0,Tier 0,None,Tier 0,None,Tier 0,None,None,Tier 1,None,None,None,Tier 1,None,None,None,None,None,None,None,None,Tier 1,Tier 2,55,False,False,8
194376,Star Cluster,None,Tier 0,Tier 1,None,Tier 1,Tier 1,None,None,None,Tier 0,None,None,None,Tier 1,None,None,None,None,None,None,None,None,None,Tier 2,79,False,False,5
194376,The Neekoverse,None,None,Tier 0,None,Tier 0,None,Tier 0,None,Tier 0,None,None,None,Tier 1,Tier 1,None,Tier 0,Tier 0,Tier 0,Tier 2,None,None,None,Tier 1,None,99,True,False,2
194376,SuperDense,Tier 0,None,Tier 0,None,Tier 2,None,None,None,Tier 1,Tier 0,None,None,Tier 0,None,None,Tier 1,None,None,Tier 0,None,None,None,None,Tier 0,33,False,False,8
194376,Binary Star,Tier 0,None,Tier 0,None,Tier 2,Tier 1,None,None,Tier 1,None,None,None,Tier 0,None,None,Tier 1,None,None,None,None,None,None,None,Tier 0,178,True,True,1
194376,Normal,None,Tier 1,Tier 0,None,Tier 0,None,Tier 0,None,None,Tier 1,None,None,None,Tier 1,Tier 0,None,None,None,None,None,None,Tier 0,Tier 1,Tier 2,193,True,True,1
194376,Treasure Trove,None,Tier 0,Tier 1,None,Tier 0,Tier 0,None,None,None,Tier 0,Tier 0,None,None,Tier 1,None,None,None,None,None,None,None,None,None,Tier 2,63,False,False,6
194376,Star Cluster,None,Tier 0,None,None,Tier 0,Tier 1,Tier 0,None,None,None,None,None,None,None,Tier 0,None,None,None,Tier 1,None,None,None,None,Tier 0,9,False,False,8
194376,Normal,None,Tier 0,Tier 0,None,None,Tier 0,Tier 0,None,None,Tier 1,Tier 0,None,None,Tier 0,Tier 1,None,None,Tier 0,None,Tier 1,None,Tier 3,Tier 1,None,146,True,True,1
194376,Normal,None,Tier 0,Tier 0,None,Tier 0,Tier 0,None,None,None,Tier 0,Tier 0,None,Tier 0,Tier 1,None,Tier 0,None,None,None,None,None,None,None,Tier 2,142,True,False,2
194376,Galactic Armory,Tier 1,Tier 0,Tier 1,None,Tier 2,Tier 0,None,None,Tier 0,None,None,None,None,Tier 0,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 0,107,False,False,5
194376,The Neekoverse,None,Tier 1,Tier 1,None,Tier 0,Tier 0,None,None,None,Tier 0,Tier 0,None,Tier 0,Tier 1,None,Tier 0,None,None,None,None,None,None,None,Tier 2,136,True,True,1
194376,Treasure Trove,None,None,None,None,None,None,Tier 0,None,Tier 0,None,None,None,Tier 1,Tier 0,Tier 0,None,Tier 0,Tier 0,Tier 2,None,None,Tier 0,Tier 1,None,69,False,False,8
194376,Normal,None,Tier 1,Tier 0,None,Tier 1,Tier 1,None,None,None,None,None,None,None,Tier 1,None,None,None,None,None,None,None,None,None,Tier 2,89,False,False,5
194376,Normal,None,None,None,None,Tier 0,None,Tier 0,None,Tier 0,Tier 0,None,None,None,None,Tier 0,None,None,Tier 0,Tier 1,None,None,None,Tier 0,None,6,False,False,8
194376,SuperDense,None,None,Tier 0,None,None,Tier 0,Tier 0,None,Tier 0,None,None,None,Tier 1,Tier 1,Tier 0,None,Tier 0,Tier 1,Tier 2,None,None,None,Tier 2,None,159,True,False,2
194376,Little Legends,None,None,Tier 0,None,None,Tier 0,Tier 0,Tier 0,Tier 0,None,Tier 0,None,Tier 1,Tier 1,None,None,Tier 0,Tier 0,Tier 2,None,None,None,Tier 1,None,153,True,True,1
194376,Trade Sector,None,None,None,None,None,None,Tier 0,None,None,None,None,None,Tier 0,Tier 0,Tier 0,None,Tier 0,Tier 0,Tier 2,None,None,None,Tier 1,None,103,True,False,4
194376,Medium Legends,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 0,None,None,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,None,None,Tier 0,Tier 1,None,90,False,False,7
194376,Star Cluster,None,Tier 0,Tier 0,None,None,None,Tier 0,None,None,Tier 0,None,None,Tier 0,Tier 1,Tier 0,None,Tier 0,Tier 1,Tier 2,None,None,None,Tier 2,None,115,True,False,2
194376,Medium Legends,None,Tier 1,Tier 1,None,Tier 0,Tier 0,None,None,None,Tier 1,None,None,None,Tier 1,Tier 0,None,None,None,None,Tier 0,None,Tier 0,Tier 0,Tier 2,244,True,True,1
194376,The Neekoverse,Tier 0,None,Tier 0,None,Tier 2,None,None,None,Tier 1,None,None,None,Tier 0,None,None,Tier 0,None,None,Tier 0,None,None,None,None,Tier 0,23,False,False,8
elpsyon,Binary Star,None,None,None,None,None,None,Tier 2,Tier 1,None,None,None,Tier 2,None,None,None,None,None,Tier 1,None,None,None,Tier 1,Tier 0,None,144,True,False,2
elpsyon,Trade Sector,Tier 0,None,Tier 0,Tier 0,None,None,None,None,Tier 0,Tier 3,None,None,None,None,None,None,Tier 2,None,Tier 0,None,Tier 1,Tier 1,Tier 0,Tier 0,134,True,False,4
elpsyon,Galactic Armory,None,None,None,None,None,None,None,None,Tier 1,Tier 1,None,None,None,None,None,None,Tier 0,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,71,False,False,6
elpsyon,Salvage World,None,None,None,None,None,None,None,None,Tier 0,Tier 2,None,None,None,Tier 1,None,None,None,Tier 0,None,None,None,Tier 1,None,Tier 1,78,False,False,6
elpsyon,SuperDense,None,Tier 0,Tier 1,None,Tier 0,Tier 0,None,None,Tier 0,Tier 2,None,None,Tier 0,Tier 1,None,None,Tier 1,None,Tier 1,Tier 1,None,Tier 1,Tier 0,None,232,True,True,1
elpsyon,Treasure Trove,None,None,None,None,None,None,None,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 0,Tier 1,None,None,None,Tier 0,None,115,False,False,5
elpsyon,SuperDense,None,Tier 0,None,None,None,None,Tier 0,None,Tier 0,Tier 2,None,None,None,None,Tier 0,None,None,Tier 0,None,Tier 1,None,Tier 3,Tier 1,None,76,False,False,5
elpsyon,Little Legend,Tier 1,Tier 0,None,None,None,Tier 0,None,None,None,None,None,Tier 0,None,Tier 1,Tier 3,Tier 1,None,None,None,Tier 1,None,None,Tier 0,None,83,False,False,5
elpsyon,Treasure Trove,None,None,None,None,None,None,None,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 1,Tier 0,None,None,None,Tier 1,None,159,True,False,2
elpsyon,Binary Star,None,Tier 0,None,None,None,None,Tier 0,None,Tier 0,Tier 2,None,None,None,None,Tier 0,None,None,Tier 0,None,Tier 1,None,Tier 3,Tier 0,None,127,True,False,4
elpsyon,Normal,None,None,None,None,None,None,None,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 0,Tier 0,None,None,None,Tier 1,None,176,True,False,2
elpsyon,Normal,None,None,Tier 0,None,None,None,Tier 0,None,None,Tier 0,None,None,None,None,None,None,Tier 0,Tier 0,Tier 0,None,None,Tier 1,None,None,0,False,False,8
elpsyon,Normal,None,None,None,None,None,None,None,None,Tier 2,Tier 0,None,None,Tier 1,Tier 1,None,Tier 0,None,Tier 0,Tier 1,None,None,None,Tier 0,None,53,False,False,6
elpsyon,Galactic Armory,None,None,None,None,None,Tier 1,None,None,Tier 1,Tier 1,Tier 0,Tier 1,None,None,None,None,None,Tier 3,Tier 0,None,None,Tier 0,Tier 1,None,155,True,True,1
elpsyon,SuperDense,None,None,None,None,Tier 0,None,Tier 0,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 0,Tier 1,None,None,None,Tier 1,None,172,True,True,1
elpsyon,Plunder Planet,None,None,None,None,None,None,None,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 1,Tier 0,None,None,None,Tier 1,None,103,True,False,4
elpsyon,Little Legend,None,None,None,None,None,None,Tier 0,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 0,Tier 0,None,None,None,Tier 1,None,153,True,True,1
elpsyon,Salvage World,None,None,None,None,Tier 0,None,None,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 0,Tier 1,None,None,None,Tier 0,None,193,True,True,1
elpsyon,Trade Sector,None,None,None,None,Tier 0,None,None,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 1,None,Tier 0,Tier 1,None,None,None,Tier 1,None,116,True,False,2
elpsyon,Binary Star,None,None,Tier 0,None,None,None,None,None,Tier 2,Tier 0,None,None,Tier 1,Tier 2,None,Tier 1,None,Tier 0,Tier 1,None,None,None,None,None,92,False,False,6
elpsyon,Normal,None,None,Tier 0,None,None,None,None,None,Tier 2,Tier 0,None,None,Tier 1,Tier 2,None,Tier 1,None,Tier 0,Tier 1,None,None,None,None,None,172,True,True,1
elpsyon,Galactic Armory,None,None,None,None,None,None,None,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,None,None,Tier 0,Tier 1,None,None,None,Tier 1,None,102,True,False,4
elpsyon,Galactic Armory,None,None,None,Tier 0,None,Tier 0,None,None,Tier 1,Tier 1,Tier 1,Tier 1,Tier 0,None,Tier 1,None,None,None,None,None,None,Tier 0,Tier 0,None,116,True,False,3
elpsyon,Trade Sector,None,None,None,None,None,None,None,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 0,None,Tier 1,Tier 1,None,None,None,Tier 1,None,169,True,True,1
elpsyon,Normal,None,None,None,Tier 1,None,Tier 0,Tier 0,None,None,Tier 1,Tier 1,Tier 1,None,Tier 1,None,None,Tier 0,None,Tier 0,None,Tier 1,None,Tier 1,None,81,False,False,7
elpsyon,Star Cluster,None,None,None,None,Tier 0,Tier 1,Tier 0,None,Tier 0,Tier 2,None,None,None,None,None,None,None,Tier 1,None,None,None,Tier 2,Tier 0,None,81,False,False,5
elpsyon,Star Cluster,None,None,None,None,Tier 0,Tier 0,Tier 0,None,None,Tier 1,None,None,Tier 0,None,Tier 1,None,None,Tier 1,None,None,None,Tier 2,Tier 2,None,96,False,False,7
elpsyon,Plunder Planet,None,None,Tier 1,None,None,None,Tier 0,None,None,Tier 1,None,None,None,Tier 1,None,None,Tier 1,None,Tier 1,None,None,Tier 1,None,None,113,True,False,3
elpsyon,SuperDense,None,Tier 0,None,None,None,None,None,None,Tier 2,Tier 1,None,None,Tier 1,Tier 1,None,Tier 0,None,Tier 0,Tier 1,Tier 1,None,Tier 1,Tier 0,None,88,True,False,3
elpsyon,Star Cluster,None,None,None,None,None,Tier 1,None,None,Tier 1,Tier 1,Tier 0,Tier 0,None,None,None,None,None,Tier 3,None,None,None,Tier 0,Tier 1,None,154,True,False,2
elpsyon,Normal,None,None,None,None,None,None,Tier 1,Tier 1,Tier 2,Tier 0,None,None,Tier 1,Tier 1,None,Tier 0,None,Tier 0,Tier 1,None,None,None,Tier 0,None,186,True,True,1
elpsyon,Binary Star,None,None,None,None,None,None,Tier 1,Tier 1,Tier 2,Tier 0,None,None,Tier 1,Tier 1,None,None,None,Tier 0,Tier 1,None,None,None,Tier 1,None,134,False,False,5
elpsyon,Little Legend,None,None,None,None,None,None,None,None,Tier 1,Tier 2,None,Tier 1,None,Tier 1,Tier 0,None,None,Tier 1,None,None,None,Tier 2,None,Tier 0,260,True,True,1
elpsyon,Little Legend,None,Tier 0,None,None,None,None,Tier 0,Tier 1,None,Tier 2,None,None,None,None,Tier 0,None,None,Tier 0,None,Tier 1,None,Tier 3,Tier 0,None,31,False,False,7
elpsyon,Normal,None,None,None,None,None,None,Tier 0,None,Tier 1,Tier 0,None,None,Tier 1,Tier 0,None,None,Tier 0,Tier 1,Tier 2,None,None,None,Tier 1,None,43,False,False,7
elpsyon,Trade Sector,None,None,None,None,None,None,Tier 0,None,Tier 1,None,None,None,Tier 1,Tier 0,None,None,Tier 0,Tier 1,Tier 2,None,None,None,Tier 1,None,104,True,False,4
elpsyon,Galactic Armory,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 0,None,None,Tier 1,Tier 0,None,None,Tier 0,Tier 1,Tier 2,None,None,None,Tier 2,None,200,True,False,2
elpsyon,Normal,None,Tier 0,None,None,None,None,Tier 0,None,Tier 0,Tier 2,None,None,None,None,Tier 0,None,Tier 0,None,Tier 0,Tier 1,None,Tier 2,Tier 1,None,38,False,False,6
elpsyon,Treasure Trove,None,None,None,None,None,None,Tier 0,None,Tier 1,None,None,None,Tier 1,Tier 0,None,None,Tier 0,Tier 1,Tier 2,None,None,None,Tier 1,None,47,False,False,7
elpsyon,Binary Star,None,Tier 0,None,None,None,Tier 1,None,None,Tier 1,Tier 1,None,None,None,None,None,None,Tier 0,Tier 2,Tier 1,None,None,Tier 1,None,None,144,True,False,2
elpsyon,Trade Sector,Tier 0,None,Tier 0,Tier 0,None,None,Tier 0,None,None,None,None,None,Tier 0,Tier 0,None,None,Tier 2,None,Tier 1,None,Tier 1,None,Tier 1,None,17,False,False,8
elpsyon,Star Cluster,None,Tier 0,None,None,None,Tier 0,Tier 1,Tier 1,None,Tier 2,None,None,None,None,Tier 0,None,None,Tier 0,None,Tier 1,None,Tier 3,Tier 0,Tier 0,127,True,False,3
elpsyon,Normal,None,None,None,None,None,None,Tier 0,None,Tier 0,Tier 2,None,None,None,Tier 1,None,None,None,Tier 0,None,None,None,Tier 2,None,Tier 1,87,False,False,6
elpsyon,Galactic Armory,None,None,None,Tier 1,None,None,None,None,Tier 1,Tier 2,Tier 0,None,None,None,Tier 1,None,Tier 0,Tier 0,None,None,Tier 1,Tier 2,Tier 1,None,252,True,True,1
elpsyon,Normal,None,None,None,None,None,Tier 0,None,None,Tier 1,Tier 1,None,Tier 0,None,None,None,None,None,Tier 3,Tier 0,None,None,Tier 1,Tier 0,None,33,False,False,8
elpsyon,Little Legend,Tier 1,None,None,None,None,Tier 0,None,None,None,None,None,Tier 1,None,Tier 1,Tier 3,Tier 1,None,Tier 0,None,None,None,Tier 0,Tier 0,None,157,True,False,2
elpsyon,Normal,None,Tier 0,Tier 1,None,Tier 1,Tier 0,Tier 0,None,None,None,None,None,Tier 0,Tier 1,None,None,Tier 0,None,Tier 2,Tier 1,None,None,Tier 0,Tier 0,198,True,False,3
elpsyon,Binary Star,None,None,None,None,Tier 0,None,None,None,Tier 0,Tier 2,None,None,None,None,None,None,None,Tier 0,None,None,None,Tier 1,None,Tier 1,59,False,False,7
elpsyon,Little Legend,None,None,None,None,None,None,Tier 2,Tier 1,None,None,None,Tier 1,None,None,None,None,None,Tier 1,Tier 0,None,None,Tier 1,Tier 0,None,63,False,False,6
elpsyon,Trade Sector,Tier 0,None,Tier 0,Tier 0,None,Tier 0,None,None,Tier 0,Tier 2,None,None,None,None,None,None,Tier 2,None,Tier 0,None,Tier 1,Tier 1,None,Tier 0,123,True,False,4
elpsyon,Normal,None,None,None,None,Tier 0,Tier 2,None,None,Tier 0,Tier 2,Tier 0,None,None,None,None,None,None,Tier 1,None,None,None,Tier 1,None,Tier 0,74,True,False,4
elpsyon,Binary Star,Tier 0,None,Tier 0,None,Tier 2,Tier 2,None,None,Tier 1,Tier 0,Tier 0,None,None,None,None,None,None,Tier 0,Tier 0,None,None,None,None,Tier 0,99,False,False,5
elpsyon,Little Legend,Tier 0,Tier 2,Tier 0,None,Tier 0,Tier 0,None,None,None,Tier 0,None,None,None,Tier 1,None,Tier 0,None,None,None,None,None,None,None,Tier 2,132,True,False,3
